timestamp,x,y,z,w
1499878392229000,-0.686707,-0.218994,0.171021,0.671753
1499878392250993,-0.687927,-0.21637,0.168884,0.671875
1499878392265991,-0.689758,-0.213379,0.166626,0.671509
1499878392289993,-0.692749,-0.211975,0.16333,0.669678
1499878392310995,-0.693726,-0.209045,0.164001,0.669434
1499878392326002,-0.692688,-0.206726,0.165649,0.670837
1499878392350012,-0.694641,-0.203918,0.166016,0.669556
1499878392394000,-0.695923,-0.201111,0.165222,0.669312
1499878392404022,-0.694824,-0.197998,0.161926,0.67218
1499878392410016,-0.693115,-0.193542,0.155396,0.676758
1499878392433040,-0.693359,-0.188232,0.150024,0.679199
1499878392449044,-0.693054,-0.184509,0.146423,0.681335
1499878392478044,-0.692078,-0.182556,0.144043,0.68335
1499878392531048,-0.690796,-0.181702,0.142395,0.685181
1499878392532014,-0.690186,-0.18103,0.142212,0.686035
1499878392533041,-0.690308,-0.180847,0.142578,0.685913
1499878392552024,-0.691223,-0.18103,0.1427,0.684937
1499878392566032,-0.691406,-0.18158,0.142578,0.684631
1499878392588053,-0.690613,-0.181702,0.142334,0.685425
1499878392611031,-0.690857,-0.181458,0.142578,0.685181
1499878392626035,-0.692505,-0.181641,0.142944,0.683411
1499878392649024,-0.694153,-0.182373,0.142517,0.681641
1499878392671059,-0.695068,-0.182617,0.142151,0.680664
1499878392686035,-0.695435,-0.182678,0.142273,0.680298
1499878392708037,-0.696045,-0.182739,0.142151,0.679688
1499878392731037,-0.69751,-0.182434,0.142517,0.678162
1499878392746026,-0.698914,-0.182556,0.143005,0.676575
1499878392768047,-0.699585,-0.183044,0.143127,0.67572
1499878392791042,-0.699341,-0.183411,0.143066,0.675903
1499878392806029,-0.698792,-0.183716,0.143311,0.676331
1499878392828050,-0.698608,-0.183777,0.143799,0.676392
1499878392851050,-0.698975,-0.184204,0.144287,0.675781
1499878392866046,-0.698669,-0.184753,0.14447,0.675903
1499878392888067,-0.697998,-0.185059,0.14447,0.676514
1499878392911050,-0.697327,-0.185242,0.144836,0.677124
1499878392926070,-0.696716,-0.185486,0.145081,0.677612
1499878392948076,-0.696594,-0.185669,0.145264,0.677612
1499878392971074,-0.696594,-0.185669,0.145264,0.677612
1499878392987044,-0.696289,-0.185486,0.14502,0.67804
1499878393008077,-0.695801,-0.18512,0.144958,0.678711
1499878393031077,-0.695496,-0.184875,0.144897,0.679077
1499878393047048,-0.695374,-0.184753,0.144653,0.67926
1499878393068078,-0.695435,-0.184753,0.144714,0.679199
1499878393091079,-0.695251,-0.18457,0.144653,0.679443
1499878393107052,-0.695129,-0.184265,0.144714,0.679688
1499878393128063,-0.695068,-0.18396,0.144775,0.67981
1499878393151084,-0.695068,-0.183777,0.144836,0.67981
1499878393167046,-0.694885,-0.183655,0.144836,0.680054
1499878393188113,-0.694336,-0.183655,0.145142,0.680542
1499878393211088,-0.693787,-0.183899,0.145508,0.680969
1499878393227048,-0.692871,-0.184143,0.145996,0.681641
1499878393248092,-0.691956,-0.184204,0.146545,0.682495
1499878393271092,-0.691406,-0.184265,0.147217,0.682922
