timestamp,x,y,z
1499878477660272,0.0336914,-1.12305,0.0673828
1499878477682281,0.112305,-0.963379,0.0239258
1499878477705331,0.0820313,-0.887695,0.00732422
1499878477720328,0.0180664,-0.993164,0.0126953
1499878477744270,0.00390625,-1.06348,0.0546875
1499878477765337,0.0366211,-1.01416,0.0551758
1499878477780314,0.115234,-0.98877,0.0532227
1499878477804291,0.0722656,-1.01074,0.0263672
1499878477834279,0.0952148,-1.05078,0.00830078
1499878477843312,0.0947266,-1.02295,0.0307617
1499878477864302,0.0708008,-1.01563,0.0292969
1499878477879322,0.105469,-1.03076,0.03125
1499878477900345,0.0991211,-1.02197,0.0581055
1499878477924294,0.0722656,-1.03174,0.0620117
1499878477970346,0.0883789,-1.01855,0.0498047
1499878477971289,0.105469,-1.0083,0.0512695
1499878477984324,0.0893555,-1.00488,0.0488281
1499878477998326,0.107422,-1.00635,0.0341797
1499878478021299,0.10791,-0.994141,0.050293
1499878478044310,0.121094,-1.00781,0.0571289
1499878478059291,0.135254,-1.0166,0.0556641
1499878478082292,0.111328,-1.01611,0.0527344
1499878478104311,0.10498,-1.00244,0.0439453
1499878478125357,0.0913086,-1.0127,0.0439453
1499878478142296,0.0830078,-1.0127,0.0537109
1499878478164342,0.09375,-1.00488,0.0332031
1499878478185367,0.0859375,-1.00488,0.0415039
1499878478202299,0.0771484,-1.02051,0.0375977
1499878478224322,0.081543,-1.02393,0.0317383
1499878478246328,0.0800781,-1.01367,0.0239258
1499878478262303,0.0795898,-0.999023,0.0200195
1499878478284304,0.0908203,-1.01172,0.0224609
1499878478306331,0.0859375,-1.02393,0.0317383
1499878478322339,0.0820313,-1.00928,0.0351563
1499878478344328,0.0834961,-1.00049,0.0327148
1499878478365378,0.0864258,-1.01318,0.03125
1499878478382345,0.0932617,-1.01514,0.0327148
1499878478404312,0.0917969,-1.00586,0.0307617
1499878478425376,0.101074,-1.00537,0.0224609
1499878478442324,0.101074,-1.00391,0.0327148
1499878478464330,0.0917969,-1.01611,0.0258789
1499878478486333,0.0947266,-1.01807,0.0375977
1499878478502335,0.103027,-1.01416,0.0283203
1499878478524350,0.0883789,-1.01709,0.0327148
1499878478547358,0.0834961,-1.02197,0.0356445
1499878478562321,0.0888672,-1.01904,0.03125
1499878478584340,0.0864258,-1.00879,0.0351563
1499878478607324,0.100098,-1.01563,0.0439453
1499878478621331,0.0820313,-1.02051,0.0449219
1499878478644368,0.074707,-1.01514,0.0385742
1499878478667338,0.0922852,-1.0166,0.0361328
1499878478682338,0.0864258,-1.01855,0.0302734
1499878478704339,0.0864258,-1.01465,0.0341797
1499878478727330,0.0825195,-1.01025,0.0351563
1499878478741343,0.0834961,-1.00684,0.0395508
1499878478764353,0.0864258,-1.00977,0.0327148
1499878478787339,0.0834961,-1.01074,0.0317383
