timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1501935701559738,-34,-54,-74,-76,-83,-47,-25,-13
1501935701559738,-2,-1,53,100,8,-4,-2,0
1501935701563737,5,3,-24,-47,-10,3,0,1
1501935701563737,-1,5,6,35,38,17,2,-2
1501935701564776,13,24,97,127,86,23,10,7
1501935701564776,-18,-23,-34,-84,-54,-36,-15,-8
1501935701564776,-4,-5,20,-1,-20,-17,-2,1
1501935701564776,9,8,4,-1,35,15,6,4
1501935701570778,14,21,22,-3,9,16,9,1
1501935701570778,-1,-8,-21,-14,2,2,-2,0
1501935701577741,-5,-1,-2,-9,9,-2,-2,-3
1501935701577741,-5,-10,-46,-118,-89,-21,-6,-2
1501935701590739,4,5,8,-2,3,4,4,0
1501935701590739,8,17,18,72,37,22,9,4
1501935701602751,-6,-3,-16,44,-60,-21,-3,0
1501935701602751,0,8,80,100,57,3,1,1
1501935701605743,-7,-14,-35,-119,-40,-8,-6,-8
1501935701605743,5,5,4,-42,-11,0,4,7
1501935701629785,2,14,66,31,83,19,0,-4
1501935701629785,-7,-23,-82,-74,-27,-7,-6,-8
1501935701667803,-12,-16,8,65,-12,-25,-10,-4
1501935701667803,-2,1,12,-37,18,-5,1,1
1501935701668775,3,2,-13,-11,-2,4,2,3
1501935701668775,9,11,19,-24,25,16,5,1
1501935701668775,-9,-10,-34,56,12,-1,-1,-3
1501935701668775,6,4,2,21,-4,1,-1,5
1501935701669741,3,-4,-13,57,5,-4,-2,-2
1501935701669741,-15,-3,3,-26,3,-7,-2,-12
1501935701680786,5,1,-11,-22,0,2,1,0
1501935701680786,-3,3,-16,-76,-6,0,-1,-5
1501935701687815,-6,-5,-3,-23,0,1,0,1
1501935701687815,6,-3,-16,15,10,10,2,5
1501935701696753,19,36,99,94,69,33,17,10
1501935701696753,-24,-24,0,-12,-37,-37,-20,-11
1501935701710792,1,-1,-8,-49,46,5,1,2
1501935701710792,1,6,49,51,-24,-9,-2,1
1501935701719747,1,3,24,-80,7,5,-1,-3
1501935701719747,2,3,6,106,-19,6,-2,-2
1501935701732814,6,7,-31,-17,48,36,6,-3
1501935701732814,-12,-16,20,111,-40,-33,-10,-2
1501935701741757,2,-1,-14,23,-26,0,1,1
1501935701741757,3,1,8,21,0,6,4,-3
1501935701756756,-4,-7,-5,-72,-33,-10,-2,-3
1501935701756756,1,1,-15,9,23,8,1,-1
1501935701758748,-3,-8,-49,-116,-44,-11,-4,-1
1501935701758748,9,7,23,87,48,18,9,7
1501935701779794,-5,-6,21,26,-10,-20,-8,-5
1501935701779794,-3,0,-27,-50,-28,-3,0,-2
1501935701780752,-3,-1,19,7,-12,-5,0,0
1501935701780752,3,8,45,59,40,12,2,0
1501935701792812,-6,-14,-67,-36,-44,-14,-4,-4
