timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1499876521112519,14,2,3,-88,-1,0,5,42
1499876521112519,-1,-11,-62,2,-8,-2,-1,-27
1499876521113535,-12,11,17,-30,-1,4,-6,-16
1499876521113535,12,-12,-7,66,-4,-5,0,60
1499876521117583,-40,-18,-31,-22,-10,-7,-19,-21
1499876521117583,-11,5,0,-28,11,5,24,-22
1499876521119533,12,-10,20,37,-7,-5,-7,-5
1499876521119533,-1,6,-16,-80,0,-2,-4,-4
1499876521123580,-14,2,15,92,2,-1,2,-30
1499876521123580,6,1,35,-53,-7,-2,-15,26
1499876521131575,-16,-3,-9,53,4,-1,16,40
1499876521131575,31,17,44,-85,1,6,-6,-14
1499876521146521,15,-4,-49,-55,6,-5,-7,-32
1499876521146521,-18,-2,21,3,1,2,1,-5
1499876521153583,-51,-5,52,88,1,0,-6,15
1499876521153583,6,-6,-21,-30,-8,-3,1,3
1499876521161535,15,9,-6,12,10,7,-19,-56
1499876521161535,-22,3,19,-35,-4,2,17,45
1499876521184586,120,6,-43,-83,5,1,9,13
1499876521184586,-91,10,68,-20,-6,-1,-7,-36
1499876521186560,9,6,-14,118,7,5,5,-13
1499876521186560,-8,-13,31,31,-4,-4,3,59
1499876521231545,18,13,6,-8,5,3,-3,30
1499876521231545,29,-5,33,111,8,-2,-13,29
1499876521232563,10,10,-4,-35,-3,-6,-43,20
1499876521232563,-47,-6,3,-41,8,6,52,-61
1499876521233564,-20,-12,-41,-34,-6,-3,-19,-79
1499876521233564,-6,3,18,58,-7,-2,22,4
1499876521236547,21,-3,47,-46,0,-3,-29,25
1499876521236547,9,13,-7,-45,-2,-5,-28,-6
1499876521243525,10,10,90,116,7,11,60,-5
1499876521243525,-4,-9,-52,-122,-3,-3,-6,74
1499876521250547,-25,2,-48,-60,-9,-2,-18,-42
1499876521250547,16,-3,-10,34,3,2,7,-7
1499876521259527,-22,-21,5,69,3,-5,-13,7
1499876521259527,51,10,-29,-40,1,3,-3,-8
1499876521273593,-29,-6,-2,8,-5,-2,26,25
1499876521273593,14,15,-21,118,11,3,-21,67
