timestamp,roll,pitch,yaw
1499877175026366,-1.37745,-0.0867045,-0.164812
1499877175041364,-1.37745,-0.0867045,-0.164812
1499877175063365,-1.37745,-0.0867045,-0.164812
1499877175087367,-1.37714,-0.0868333,-0.165022
1499877175102404,-1.37714,-0.0868333,-0.165022
1499877175131327,-1.37634,-0.08694,-0.165074
1499877175146290,-1.37587,-0.0870413,-0.165455
1499877175169357,-1.3754,-0.0871262,-0.166011
1499877175185330,-1.37447,-0.0872177,-0.167026
1499877175224359,-1.37262,-0.087271,-0.169483
1499877175225300,-1.37047,-0.0875878,-0.173451
1499877175237335,-1.36761,-0.0873834,-0.17846
1499877175256308,-1.3674,-0.0866837,-0.185382
1499877175274367,-1.36708,-0.0853327,-0.192659
1499877175298317,-1.36392,-0.0825978,-0.200483
1499877175351320,-1.3665,-0.0807901,-0.206338
1499877175352301,-1.36639,-0.0769271,-0.208201
1499877175359322,-1.37342,-0.0724512,-0.208533
1499877175372312,-1.3762,-0.069423,-0.208446
1499877175395323,-1.37187,-0.0673657,-0.210708
1499877175425330,-1.37085,-0.0655012,-0.212653
1499877175447310,-1.37694,-0.0631349,-0.213012
1499877175463309,-1.38224,-0.0598147,-0.214299
1499877175485316,-1.38388,-0.056026,-0.217535
1499877175500314,-1.38489,-0.052732,-0.221442
1499877175523313,-1.38664,-0.0506721,-0.223113
1499877175545326,-1.38839,-0.0486385,-0.222675
1499877175567331,-1.38879,-0.0471843,-0.221831
1499877175583317,-1.38514,-0.0458982,-0.222965
1499877175605332,-1.38152,-0.0452198,-0.225032
1499877175626319,-1.3821,-0.0454745,-0.226778
1499877175643320,-1.3856,-0.0452727,-0.22848
1499877175665322,-1.38493,-0.0442597,-0.231186
1499877175686364,-1.37964,-0.0422765,-0.23467
1499877175693385,-1.37481,-0.0407617,-0.238255
1499877175716364,-1.37417,-0.0399393,-0.24334
1499877175731392,-1.37834,-0.0398148,-0.247137
1499877175753398,-1.3854,-0.041344,-0.247574
1499877175776367,-1.38544,-0.0402915,-0.248612
1499877175791395,-1.38099,-0.0388354,-0.25088
1499877175813375,-1.37836,-0.0379917,-0.252631
1499877175836371,-1.38003,-0.0388851,-0.252835
1499877175851397,-1.38333,-0.0401689,-0.251898
