timestamp,x,y,z,w
1499895350105876,-0.322876,-0.557739,0.678345,0.352905
1499895350124878,-0.322266,-0.557373,0.679321,0.352112
1499895350142878,-0.32135,-0.557068,0.679993,0.352173
1499895350165881,-0.320557,-0.556213,0.680786,0.3526
1499895350184882,-0.320007,-0.55542,0.68158,0.352905
1499895350202890,-0.319763,-0.555054,0.682068,0.352722
1499895350225885,-0.320007,-0.555115,0.68219,0.352112
1499895350246885,-0.319946,-0.554688,0.682617,0.352051
1499895350262888,-0.319702,-0.554138,0.683044,0.352234
1499895350285889,-0.31958,-0.553589,0.683533,0.352295
1499895350306888,-0.319824,-0.552551,0.684326,0.352295
1499895350322891,-0.320496,-0.552429,0.684265,0.351868
1499895350345900,-0.321289,-0.553955,0.683167,0.350891
1499895350372893,-0.321777,-0.555481,0.682129,0.350098
1499895350382892,-0.321533,-0.555176,0.682495,0.350098
1499895350405895,-0.320984,-0.554077,0.683533,0.350342
1499895350426900,-0.320435,-0.553406,0.684204,0.350525
1499895350447897,-0.320068,-0.553467,0.684387,0.350403
1499895350465898,-0.319946,-0.553894,0.684204,0.350342
1499895350486898,-0.319946,-0.554199,0.68396,0.350281
1499895350502899,-0.319885,-0.554138,0.684021,0.350342
1499895350525900,-0.319763,-0.553894,0.684204,0.350403
1499895350546903,-0.319763,-0.553894,0.684265,0.350403
1499895350562902,-0.319702,-0.553894,0.684265,0.350464
1499895350585905,-0.319519,-0.554016,0.684265,0.350403
1499895350607905,-0.319336,-0.554138,0.684265,0.350342
1499895350622906,-0.319336,-0.554138,0.684265,0.350342
1499895350645907,-0.319092,-0.55426,0.684204,0.350403
1499895350667908,-0.318665,-0.55426,0.684326,0.350525
1499895350682909,-0.318665,-0.55426,0.684387,0.350586
1499895350705912,-0.318665,-0.55426,0.684387,0.350586
1499895350732916,-0.318665,-0.55426,0.684387,0.350586
1499895350747916,-0.318604,-0.554199,0.684387,0.350586
1499895350764916,-0.318665,-0.554138,0.684326,0.350769
1499895350786916,-0.318665,-0.554199,0.684326,0.350769
1499895350807933,-0.318665,-0.554138,0.684326,0.350769
1499895350824921,-0.318665,-0.554138,0.684326,0.35083
1499895350846921,-0.318665,-0.554138,0.684326,0.35083
1499895350867935,-0.318665,-0.554138,0.684387,0.35083
1499895350884921,-0.318665,-0.554077,0.684387,0.35083
1499895350906940,-0.318604,-0.554077,0.684387,0.35083
1499895350928928,-0.318604,-0.554077,0.684387,0.35083
1499895350944925,-0.318604,-0.554077,0.684387,0.35083
1499895350966943,-0.318604,-0.554077,0.684387,0.35083
1499895350987928,-0.318604,-0.554077,0.684387,0.350891
1499895351004928,-0.318604,-0.554077,0.684387,0.350891
1499895351026946,-0.318542,-0.554077,0.684387,0.350891
1499895351047936,-0.318542,-0.554016,0.684448,0.350891
1499895351071933,-0.318542,-0.554016,0.684448,0.350891
1499895351086938,-0.318481,-0.554016,0.684448,0.350952
1499895351107950,-0.318481,-0.554016,0.684448,0.350952
1499895351124938,-0.318481,-0.554016,0.684448,0.350952
1499895351146953,-0.318481,-0.554016,0.684448,0.350952
1499895351167953,-0.318481,-0.554016,0.684448,0.350952
1499895351184939,-0.318481,-0.554016,0.684448,0.350952
1499895351206943,-0.318481,-0.554016,0.684448,0.350952
1499895351227942,-0.318481,-0.554016,0.684448,0.350952
1499895351244942,-0.31842,-0.554016,0.684448,0.350952
1499895351266946,-0.318481,-0.554016,0.684448,0.350952
1499895351287944,-0.318481,-0.554016,0.684448,0.350952
1499895351304949,-0.318481,-0.554016,0.684448,0.350952
1499895351327004,-0.31842,-0.554016,0.684448,0.350952
1499895351347950,-0.31842,-0.554016,0.684448,0.351013
1499895351364949,-0.31842,-0.554016,0.684448,0.351013
1499895351387949,-0.31842,-0.553955,0.684509,0.351013
1499895351408020,-0.318359,-0.553955,0.684509,0.351013
1499895351424952,-0.318359,-0.553955,0.684448,0.351074
1499895351453009,-0.318359,-0.554016,0.684448,0.351074
1499895351468017,-0.318237,-0.553833,0.684631,0.351196
1499895351484972,-0.318237,-0.553772,0.684631,0.351196
1499895351506958,-0.318176,-0.553772,0.684631,0.351196
1499895351529959,-0.318176,-0.553772,0.684631,0.351196
1499895351544960,-0.318176,-0.553772,0.684631,0.351196
1499895351567009,-0.318176,-0.553772,0.684631,0.351196
1499895351589963,-0.318115,-0.553528,0.684753,0.351379
1499895351603984,-0.318115,-0.553467,0.684814,0.351379
1499895351626985,-0.318237,-0.553711,0.68457,0.351318
1499895351649967,-0.318359,-0.553833,0.684448,0.351318
1499895351664980,-0.318359,-0.553833,0.684448,0.351318
1499895351686967,-0.318298,-0.553833,0.684448,0.351318
1499895351709970,-0.318298,-0.553833,0.684509,0.351379
1499895351723970,-0.31842,-0.554016,0.684265,0.351318
1499895351746976,-0.318542,-0.55426,0.684021,0.351257
1499895351769973,-0.318542,-0.55426,0.684021,0.351257
1499895351783973,-0.31842,-0.554077,0.684204,0.351318
1499895351807005,-0.31842,-0.554077,0.684204,0.351318
1499895351829977,-0.31842,-0.554199,0.684143,0.351318
1499895351843977,-0.31842,-0.554199,0.684143,0.351318
1499895351866998,-0.31842,-0.554199,0.684143,0.351318
1499895351889979,-0.31842,-0.554199,0.684143,0.351379
1499895351910983,-0.31842,-0.554199,0.684143,0.351379
1499895351926985,-0.31842,-0.554138,0.684143,0.351379
1499895351949983,-0.318359,-0.554138,0.684143,0.351379
1499895351963988,-0.318359,-0.554138,0.684143,0.35144
1499895351986984,-0.318298,-0.554138,0.684143,0.35144
1499895352009987,-0.318298,-0.554138,0.684143,0.35144
1499895352030991,-0.318298,-0.554138,0.684204,0.35144
1499895352046996,-0.318298,-0.554138,0.684143,0.35144
1499895352069990,-0.318298,-0.554138,0.684204,0.35144
1499895352090992,-0.318298,-0.554138,0.684204,0.351501
1499895352107005,-0.318237,-0.554077,0.684204,0.351501
1499895352129994,-0.318237,-0.554077,0.684204,0.351501
1499895352151003,-0.318237,-0.554077,0.684204,0.351501
1499895352166996,-0.318237,-0.554077,0.684265,0.351501
1499895352189997,-0.318237,-0.554077,0.684265,0.351501
1499895352210999,-0.318176,-0.554016,0.684265,0.351501
1499895352227007,-0.318176,-0.554016,0.684265,0.351563
1499895352250001,-0.318176,-0.554016,0.684265,0.351563
1499895352271076,-0.318176,-0.554016,0.684265,0.351563
1499895352287003,-0.318176,-0.554016,0.684265,0.351563
1499895352310009,-0.318115,-0.554016,0.684265,0.351624
1499895352331022,-0.318115,-0.554016,0.684265,0.351624
1499895352347006,-0.318115,-0.554016,0.684265,0.351624
1499895352370007,-0.318115,-0.554016,0.684265,0.351624
1499895352391036,-0.318115,-0.554016,0.684265,0.351624
1499895352407014,-0.318115,-0.553955,0.684326,0.351624
1499895352430029,-0.318115,-0.553955,0.684326,0.351624
1499895352451015,-0.318054,-0.553955,0.684326,0.351624
1499895352467022,-0.318237,-0.554016,0.684265,0.351563
1499895352490014,-0.318237,-0.554016,0.684265,0.351563
1499895352512029,-0.318237,-0.554016,0.684265,0.351563
1499895352527026,-0.318176,-0.553955,0.684265,0.351563
1499895352550022,-0.318176,-0.553955,0.684326,0.351563
1499895352572023,-0.318237,-0.554016,0.684265,0.351563
1499895352587019,-0.318237,-0.554016,0.684265,0.351624
1499895352610023,-0.318237,-0.554016,0.684265,0.351624
1499895352632022,-0.318176,-0.554016,0.684265,0.351624
1499895352647025,-0.318176,-0.553955,0.684265,0.351624
1499895352670025,-0.318176,-0.553955,0.684265,0.351624
1499895352692029,-0.318176,-0.553955,0.684265,0.351624
1499895352707044,-0.318115,-0.553955,0.684265,0.351685
1499895352730033,-0.318115,-0.553955,0.684265,0.351685
1499895352752030,-0.318115,-0.553955,0.684265,0.351685
1499895352767072,-0.318115,-0.553955,0.684326,0.351685
1499895352790033,-0.318115,-0.553955,0.684326,0.351685
1499895352812036,-0.318115,-0.553955,0.684326,0.351685
1499895352827052,-0.318115,-0.553955,0.684326,0.351685
1499895352850036,-0.318054,-0.553955,0.684326,0.351685
1499895352872039,-0.318054,-0.553894,0.684326,0.351746
1499895352887038,-0.318054,-0.553894,0.684326,0.351746
1499895352910039,-0.318054,-0.553894,0.684326,0.351746
1499895352932044,-0.318054,-0.553894,0.684326,0.351746
1499895352947041,-0.318054,-0.553894,0.684326,0.351746
1499895352970042,-0.317993,-0.553894,0.684326,0.351746
1499895352992043,-0.317993,-0.553894,0.684326,0.351746
1499895353014050,-0.317993,-0.553894,0.684326,0.351746
1499895353030046,-0.317871,-0.553711,0.684448,0.351868
1499895353052047,-0.317871,-0.553711,0.684509,0.351868
1499895353073048,-0.317871,-0.553711,0.684509,0.351868
1499895353090050,-0.317871,-0.553711,0.684509,0.351868
1499895353112058,-0.317871,-0.553711,0.684509,0.351929
1499895353133052,-0.31781,-0.553711,0.684509,0.351929
1499895353150053,-0.31781,-0.553711,0.684509,0.351929
1499895353172053,-0.31781,-0.553711,0.684509,0.351929
1499895353193058,-0.317749,-0.553711,0.684509,0.35199
1499895353210059,-0.317749,-0.553711,0.684509,0.35199
1499895353233059,-0.317749,-0.553711,0.684509,0.35199
1499895353253075,-0.317749,-0.553711,0.684509,0.35199
1499895353270080,-0.317688,-0.553711,0.684509,0.352051
1499895353292065,-0.317688,-0.553711,0.684509,0.352051
1499895353313063,-0.317688,-0.553711,0.684509,0.352051
1499895353330064,-0.317688,-0.553711,0.684509,0.352051
1499895353352078,-0.317688,-0.55365,0.684509,0.352051
1499895353373066,-0.31781,-0.553772,0.684448,0.35199
1499895353390067,-0.31781,-0.553772,0.684448,0.35199
1499895353412071,-0.31781,-0.553711,0.684448,0.35199
1499895353435089,-0.31781,-0.553711,0.684448,0.35199
1499895353450070,-0.317932,-0.553711,0.684387,0.35199
1499895353472071,-0.317932,-0.553711,0.684387,0.35199
1499895353495094,-0.317932,-0.553711,0.684448,0.35199
1499895353510093,-0.317932,-0.553711,0.684448,0.35199
1499895353532075,-0.317932,-0.553711,0.684448,0.35199
1499895353555093,-0.317871,-0.553711,0.684448,0.35199
1499895353569081,-0.317932,-0.553711,0.684448,0.35199
1499895353592078,-0.317932,-0.553711,0.684448,0.35199
1499895353616079,-0.317932,-0.553711,0.684448,0.35199
1499895353636085,-0.317871,-0.553711,0.684448,0.35199
1499895353652081,-0.317871,-0.553711,0.684448,0.35199
1499895353675105,-0.317871,-0.55365,0.684448,0.35199
1499895353689084,-0.317871,-0.553711,0.684448,0.35199
1499895353712129,-0.317871,-0.55365,0.684448,0.35199
1499895353735104,-0.317871,-0.55365,0.684448,0.352051
1499895353749088,-0.317871,-0.55365,0.684448,0.352051
1499895353772089,-0.31781,-0.553711,0.684448,0.352051
1499895353795101,-0.317688,-0.553528,0.68457,0.352112
1499895353809091,-0.317688,-0.553528,0.68457,0.352173
1499895353832098,-0.317627,-0.553528,0.684631,0.352173
1499895353855098,-0.317627,-0.553528,0.684631,0.352173
1499895353869099,-0.317627,-0.553528,0.684631,0.352173
1499895353892096,-0.317627,-0.553528,0.684631,0.352173
1499895353915101,-0.317566,-0.553528,0.684631,0.352173
1499895353936098,-0.317566,-0.553528,0.684631,0.352173
1499895353952098,-0.317627,-0.553467,0.684631,0.352173
1499895353975104,-0.317566,-0.553467,0.684631,0.352234
1499895353996107,-0.317627,-0.553467,0.684631,0.352173
1499895354012127,-0.317566,-0.553467,0.684631,0.352234
1499895354035119,-0.317566,-0.553467,0.684631,0.352234
1499895354056105,-0.317566,-0.553467,0.684631,0.352234
1499895354072111,-0.317505,-0.553467,0.684631,0.352234
1499895354095113,-0.317505,-0.553467,0.684631,0.352295
1499895354117109,-0.317505,-0.553467,0.684692,0.352295
1499895354132109,-0.317444,-0.553406,0.684692,0.352295
1499895354155110,-0.317444,-0.553406,0.684692,0.352356
1499895354176150,-0.317383,-0.553406,0.684753,0.352356
1499895354192112,-0.317383,-0.553406,0.684753,0.352356
