timestamp,roll,pitch,yaw
1499894135071440,-1.52852,-0.074797,2.55231
1499894135087439,-1.52911,-0.0742613,2.55122
1499894135111447,-1.5247,-0.0736099,2.54966
1499894135131442,-1.51904,-0.0718729,2.54856
1499894135147442,-1.51315,-0.0694536,2.54846
1499894135170444,-1.50957,-0.0665596,2.54822
1499894135191459,-1.50978,-0.0643505,2.54846
1499894135207448,-1.50803,-0.0624762,2.54832
1499894135230447,-1.50343,-0.0602181,2.54671
1499894135252447,-1.50308,-0.0569086,2.54628
1499894135267457,-1.50544,-0.0544221,2.54732
1499894135290451,-1.50668,-0.0532638,2.54791
1499894135312452,-1.50483,-0.0522704,2.54791
1499894135327461,-1.49864,-0.0513792,2.5476
1499894135350455,-1.49412,-0.0502836,2.54871
1499894135374456,-1.4922,-0.0495692,2.5501
1499894135387457,-1.49351,-0.0499919,2.55065
1499894135411464,-1.49098,-0.049656,2.55072
1499894135432458,-1.48682,-0.0493129,2.55093
1499894135447464,-1.48494,-0.0488374,2.55135
1499894135470464,-1.48494,-0.0488374,2.55135
1499894135492463,-1.4873,-0.0490422,2.55135
1499894135507469,-1.48971,-0.0492257,2.55205
1499894135530464,-1.48784,-0.0493182,2.55238
1499894135552469,-1.4856,-0.0489815,2.55197
1499894135567487,-1.48763,-0.048518,2.55206
1499894135590474,-1.49081,-0.0486662,2.55248
1499894135612470,-1.49202,-0.0496003,2.55281
1499894135627470,-1.49043,-0.0503796,2.55271
1499894135650476,-1.48919,-0.050338,2.55215
1499894135672473,-1.48942,-0.0499331,2.55175
1499894135693492,-1.49124,-0.049607,2.55176
1499894135711475,-1.49305,-0.0497879,2.55204
1499894135732476,-1.49259,-0.0501037,2.5521
1499894135753516,-1.49126,-0.0502327,2.55168
1499894135770497,-1.49126,-0.0502327,2.55168
1499894135792480,-1.49138,-0.050368,2.55174
1499894135813482,-1.49142,-0.0502028,2.55175
1499894135830483,-1.49142,-0.0502028,2.55175
1499894135852483,-1.49207,-0.050541,2.55167
1499894135875488,-1.49203,-0.0506262,2.55174
1499894135890487,-1.49186,-0.0505981,2.55167
1499894135912486,-1.49222,-0.0507949,2.55139
1499894135933487,-1.49222,-0.0507949,2.55139
1499894135950494,-1.49266,-0.0510302,2.55145
1499894135980491,-1.49342,-0.0511616,2.5518
1499894135994495,-1.4931,-0.0509015,2.55194
1499894136011493,-1.49214,-0.0508634,2.55166
1499894136032493,-1.49255,-0.050793,2.55153
1499894136053494,-1.49291,-0.0508079,2.55146
1499894136070495,-1.49291,-0.0508298,2.55139
1499894136092498,-1.49266,-0.0507463,2.55181
1499894136113499,-1.49266,-0.0507463,2.55181
1499894136130519,-1.49195,-0.0506096,2.55132
1499894136152500,-1.49208,-0.0503758,2.55105
1499894136175506,-1.49293,-0.050439,2.55113
1499894136190508,-1.49361,-0.0503939,2.5512
1499894136212504,-1.49362,-0.050372,2.55127
1499894136235505,-1.49345,-0.0503439,2.5512
1499894136250512,-1.49345,-0.0503439,2.5512
1499894136272510,-1.49345,-0.0503439,2.5512
1499894136295510,-1.49345,-0.0503439,2.5512
1499894136310510,-1.49346,-0.0504239,2.55113
1499894136332512,-1.49391,-0.0501885,2.551
1499894136355518,-1.49391,-0.0501885,2.551
1499894136369513,-1.49391,-0.0501885,2.551
1499894136392515,-1.49391,-0.0501885,2.551
1499894136415541,-1.49375,-0.0501604,2.55093
1499894136429516,-1.49428,-0.0502035,2.55093
1499894136452518,-1.49471,-0.0503589,2.55107
1499894136475518,-1.49492,-0.0503018,2.55107
1499894136489525,-1.49442,-0.0504621,2.55141
1499894136512521,-1.49442,-0.0504621,2.55141
1499894136535531,-1.49442,-0.0505422,2.55134
1499894136550540,-1.49442,-0.0505422,2.55134
1499894136572525,-1.49442,-0.0505422,2.55134
1499894136594526,-1.49442,-0.0505422,2.55134
1499894136616543,-1.49442,-0.0505422,2.55134
1499894136632528,-1.49348,-0.0508096,2.55126
1499894136655535,-1.49348,-0.0508897,2.55118
1499894136676540,-1.49348,-0.0508897,2.55118
1499894136692532,-1.49348,-0.0508897,2.55118
1499894136715539,-1.49348,-0.0508897,2.55118
1499894136736567,-1.49348,-0.0508897,2.55118
1499894136752562,-1.49349,-0.0508677,2.55126
1499894136775554,-1.49389,-0.0509216,2.55091
1499894136796539,-1.49467,-0.0506042,2.55099
1499894136818540,-1.49467,-0.0506042,2.55099
1499894136835543,-1.49462,-0.0506893,2.55106
1499894136856606,-1.49446,-0.0506613,2.55099
1499894136872542,-1.4945,-0.0505761,2.55092
1499894136895544,-1.49451,-0.0505541,2.55099
1499894136916550,-1.49451,-0.0505541,2.55099
1499894136932546,-1.49478,-0.0507394,2.55106
1499894136955567,-1.49478,-0.0507394,2.55106
1499894136976602,-1.49478,-0.0507394,2.55106
1499894136992550,-1.4943,-0.0506693,2.55099
1499894137015561,-1.4935,-0.050681,2.55071
1499894137036586,-1.4935,-0.050681,2.55071
1499894137052554,-1.49398,-0.0508534,2.55063
1499894137075576,-1.49398,-0.0509334,2.55056
1499894137097556,-1.49398,-0.0508534,2.55063
1499894137112556,-1.49398,-0.0508534,2.55063
1499894137135561,-1.49411,-0.0508602,2.55015
1499894137157559,-1.49489,-0.0509076,2.54981
1499894137172562,-1.49525,-0.0509229,2.54974
1499894137195562,-1.49525,-0.0509229,2.54974
1499894137217562,-1.49447,-0.0510796,2.5498
1499894137238579,-1.49448,-0.0510576,2.54987
1499894137255584,-1.49468,-0.0511248,2.54966
1499894137277565,-1.49472,-0.0510397,2.54959
1499894137291613,-1.49468,-0.0511248,2.54966
1499894137315581,-1.49468,-0.0511248,2.54966
1499894137337578,-1.49469,-0.0511829,2.54966
1499894137351616,-1.49516,-0.0514356,2.54952
1499894137375577,-1.495,-0.0513854,2.54952
1499894137397594,-1.495,-0.0513854,2.54952
1499894137411576,-1.495,-0.0513854,2.54952
1499894137435575,-1.495,-0.0513854,2.54952
1499894137457576,-1.495,-0.0513854,2.54952
1499894137471597,-1.495,-0.0513854,2.54952
1499894137495581,-1.49503,-0.0515888,2.54986
1499894137517582,-1.49474,-0.051852,2.55006
1499894137531582,-1.494,-0.0519237,2.55005
1499894137555581,-1.494,-0.0519237,2.55005
1499894137577582,-1.494,-0.0519237,2.55005
1499894137600584,-1.494,-0.0520038,2.54998
1499894137615617,-1.49384,-0.0519536,2.54998
1499894137637587,-1.49384,-0.0519536,2.54998
1499894137658644,-1.4938,-0.0520388,2.55005
1499894137675592,-1.4938,-0.0520388,2.55005
1499894137697592,-1.49412,-0.0521972,2.55005
1499894137718592,-1.49412,-0.0522192,2.54998
1499894137735592,-1.49396,-0.052169,2.54998
1499894137757593,-1.49428,-0.0523495,2.54991
1499894137778594,-1.49424,-0.0525147,2.5499
1499894137795596,-1.49428,-0.0523495,2.54991
1499894137817597,-1.49428,-0.0523495,2.54991
1499894137838614,-1.49411,-0.0523213,2.54984
1499894137855622,-1.49412,-0.0523794,2.54984
1499894137885601,-1.49428,-0.0524516,2.54976
1499894137898673,-1.49508,-0.0526805,2.54983
1499894137922603,-1.49508,-0.0527025,2.54976
1499894137937611,-1.49455,-0.0527973,2.54969
1499894137958652,-1.49455,-0.0527973,2.54969
1499894137975607,-1.49439,-0.0527471,2.54969
1499894137997623,-1.49439,-0.0527471,2.54969
1499894138027608,-1.49439,-0.0527471,2.54969
1499894138035631,-1.49439,-0.0527471,2.54969
1499894138057610,-1.49439,-0.0527471,2.54969
1499894138080612,-1.49439,-0.0527471,2.54969
1499894138095613,-1.49423,-0.0526969,2.54969
1499894138117614,-1.49423,-0.0526969,2.54969
1499894138140617,-1.49444,-0.052662,2.54962
1499894138155622,-1.49496,-0.0526474,2.54963
1499894138177618,-1.49496,-0.0526474,2.54963
