timestamp,x,y,z
1499894965094264,0.0805664,-0.970703,0.223633
1499894965117268,0.0849609,-0.974121,0.226563
1499894965139268,0.0810547,-0.966797,0.224121
1499894965154269,0.0883789,-0.956055,0.224609
1499894965177270,0.0991211,-0.95752,0.233887
1499894965208285,0.102051,-0.969238,0.238281
1499894965214286,0.0639648,-1.02441,0.209961
1499894965237274,0.065918,-0.999512,0.227051
1499894965259288,0.0419922,-0.995605,0.211914
1499894965274305,0.0566406,-1.00684,0.210938
1499894965296291,0.0683594,-1.00684,0.206543
1499894965319278,0.0537109,-1.00342,0.225586
1499894965334288,0.0869141,-0.963867,0.22168
1499894965357293,0.0732422,-0.944336,0.221191
1499894965379283,0.0825195,-0.916504,0.232422
1499894965394288,0.0825195,-0.952148,0.23584
1499894965417294,0.0844727,-0.970215,0.229492
1499894965439284,0.0664063,-0.943359,0.233887
1499894965454286,0.0537109,-0.956055,0.246582
1499894965477290,0.0610352,-0.962891,0.226074
1499894965499302,0.0615234,-0.97998,0.234375
1499894965514290,0.0551758,-0.979492,0.228516
1499894965536290,0.0546875,-0.981934,0.232422
1499894965568297,0.0571289,-1.00391,0.230957
1499894965575294,0.0488281,-0.976074,0.236328
1499894965597293,0.0561523,-0.970703,0.233887
1499894965619296,0.0498047,-0.947754,0.232422
1499894965636296,0.0673828,-0.959961,0.230957
1499894965657298,0.0727539,-0.983398,0.240234
1499894965679298,0.0629883,-0.969727,0.238281
1499894965695301,0.0722656,-0.99707,0.236816
1499894965717309,0.0668945,-0.95752,0.243652
1499894965739310,0.0751953,-0.963379,0.246094
1499894965755304,0.0693359,-0.973633,0.236328
1499894965778304,0.0688477,-0.97168,0.230469
1499894965799319,0.0615234,-0.969727,0.234375
1499894965815309,0.0649414,-0.973633,0.227539
1499894965836312,0.0683594,-0.964844,0.228516
1499894965867323,0.0678711,-0.966309,0.239258
1499894965875310,0.0708008,-0.969727,0.240723
1499894965897313,0.0732422,-0.967285,0.236816
1499894965919317,0.0742188,-0.958984,0.237305
1499894965935317,0.0756836,-0.970703,0.227051
1499894965957318,0.074707,-0.975586,0.228516
1499894965979318,0.0703125,-0.969727,0.233887
1499894965997317,0.0698242,-0.959473,0.235352
1499894966017333,0.0751953,-0.968262,0.234375
1499894966039319,0.0698242,-0.969727,0.230957
1499894966057320,0.0683594,-0.967285,0.231445
1499894966076366,0.0800781,-0.977051,0.239258
1499894966099361,0.0732422,-0.96582,0.23291
1499894966117332,0.0708008,-0.988281,0.234375
1499894966136327,0.0708008,-0.969727,0.232422
1499894966159363,0.0717773,-0.980469,0.227051
1499894966177330,0.0698242,-0.977539,0.225098
1499894966197335,0.0737305,-0.96875,0.230469
1499894966219351,0.0688477,-0.959961,0.233887
1499894966237330,0.0737305,-0.96875,0.235352
1499894966257342,0.078125,-0.972656,0.236328
1499894966279335,0.0756836,-0.961914,0.23877
1499894966297351,0.0776367,-0.963379,0.228516
1499894966316368,0.0771484,-0.970703,0.230469
1499894966339337,0.0722656,-0.96582,0.23291
1499894966357343,0.074707,-0.964844,0.227051
1499894966376342,0.0737305,-0.974609,0.236328
1499894966401348,0.0732422,-0.973145,0.23291
1499894966417342,0.0722656,-0.970215,0.234863
1499894966436345,0.074707,-0.970215,0.229492
1499894966459343,0.0683594,-0.973633,0.228027
1499894966477364,0.0683594,-0.971191,0.22998
1499894966496416,0.0722656,-0.964355,0.228516
1499894966519348,0.0673828,-0.966309,0.239258
1499894966537350,0.0766602,-0.959473,0.238281
1499894966556359,0.0727539,-0.971191,0.225098
1499894966579350,0.0722656,-0.975586,0.223145
1499894966597351,0.0756836,-0.972168,0.233887
1499894966618353,0.0708008,-0.969727,0.231934
1499894966639354,0.0698242,-0.958984,0.231445
1499894966658360,0.0703125,-0.966309,0.230957
1499894966678359,0.0737305,-0.975098,0.227539
1499894966699404,0.0708008,-0.975586,0.227539
1499894966717373,0.0708008,-0.96582,0.229492
1499894966738380,0.0708008,-0.964844,0.234375
1499894966759401,0.0805664,-0.967285,0.23584
1499894966777379,0.0756836,-0.974121,0.229004
1499894966798364,0.0742188,-0.969727,0.231934
1499894966819365,0.0722656,-0.969727,0.232422
1499894966844369,0.0751953,-0.964844,0.231445
1499894966858367,0.0722656,-0.96582,0.23877
1499894966879367,0.0771484,-0.972656,0.231445
1499894966904371,0.0761719,-0.970703,0.233398
1499894966919370,0.0751953,-0.964844,0.229492
1499894966946443,0.0756836,-0.969727,0.229004
1499894966957405,0.0727539,-0.972168,0.232422
1499894966979373,0.0742188,-0.968262,0.229004
1499894966999415,0.0722656,-0.967285,0.234863
1499894967017384,0.0776367,-0.968262,0.239258
1499894967039378,0.0688477,-0.972656,0.233887
1499894967059419,0.0722656,-0.973145,0.228027
1499894967077402,0.065918,-0.969238,0.225586
1499894967099401,0.0703125,-0.96582,0.228516
1499894967119403,0.0756836,-0.966309,0.231445
1499894967137385,0.0771484,-0.964844,0.234375
1499894967159384,0.0756836,-0.967773,0.226563
1499894967179385,0.0776367,-0.966797,0.235352
1499894967197420,0.0766602,-0.966309,0.224121
1499894967219388,0.0703125,-0.974121,0.231934
