timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1501879460591543,-48,-27,-70,-37,-26,-1,1,-40
1501879460591543,19,43,30,7,-12,-3,-2,-3
1501879460593544,-13,75,-2,-26,4,-1,6,94
1501879460593544,-1,-25,23,-20,-33,-1,8,-100
1501879460612559,-13,-4,10,37,53,-9,-23,-17
1501879460612559,-23,-56,-27,-65,-4,11,6,48
1501879460614546,-38,66,-37,-6,-14,-9,-10,-55
1501879460614546,45,73,29,80,14,11,16,126
1501879460626548,16,90,65,-65,-22,-1,7,57
1501879460626548,-4,-125,-61,38,32,2,6,-5
1501879460635546,-36,-9,-60,6,-7,-8,-17,-80
1501879460635546,-4,63,-17,-13,-38,-9,2,107
1501879460650548,-18,-30,40,94,33,1,-13,-104
1501879460650548,42,115,30,-63,-11,2,12,44
1501879460651548,12,-96,15,-4,22,9,16,110
1501879460651548,-52,-57,-7,-33,7,5,-2,5
1501879460680550,26,-41,8,-82,-52,-17,26,106
1501879460680550,-53,-46,0,-34,-8,-10,-66,-128
1501879460681553,-17,26,-12,27,0,-4,-5,-24
1501879460681553,86,1,20,78,24,7,-6,42
1501879460702551,-20,8,-34,-78,13,3,22,6
1501879460702551,-16,-2,2,38,-28,-6,5,23
1501879460704551,42,38,66,10,5,11,18,73
1501879460704551,-3,28,-12,-10,-17,-12,-33,-125
1501879460710564,-38,-41,-55,-14,18,4,-12,-78
1501879460710564,59,24,-85,-52,-4,-7,16,118
1501879460712562,18,58,18,-18,3,-1,-10,-4
1501879460712562,-41,-75,8,64,29,2,12,11
1501879460733559,-37,-41,8,113,-46,-15,-13,-26
1501879460733559,-11,21,23,-47,52,22,1,-6
1501879460735553,5,24,-10,-28,-76,-2,-4,-54
1501879460735553,12,-40,18,17,75,-14,-10,0
1501879460746556,-3,-9,-13,-96,-51,1,-6,-45
1501879460746556,1,25,11,80,22,-2,13,-12
1501879460755555,4,-22,50,15,30,3,-12,-30
1501879460755555,-12,6,-34,9,-62,1,7,-36
1501879460770555,8,-25,-48,-38,48,1,-10,79
1501879460770555,6,12,87,25,-20,-16,4,90
1501879460771557,12,31,9,-20,8,3,-5,-5
